tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
FOXC2	MA0846.1	PER19_SVSP_1	NA	scaffold-mi2	8561110	8561121	0.55501	1.16559	1.14167	0	0	0	no
SOX9	MA0077.1	PER19_SVSP_1	NA	scaffold-mi2	8561200	8561208	0.40752	0.93246	0.88101	0	0	0	no
ELF5	MA0136.2	PER32_SVSP_9	NA	scaffold-mi2	8899409	8899419	1.47603	1.3398	1.73726	0	0	0	no
ELF5	MA0136.2	PER32_SVSP_9	NA	scaffold-mi2	8899312	8899322	3.15979	2.53333	2.17731	1	1	0	yes
NR4A2	MA0160.1	PER32_SVSP_9	NA	scaffold-mi2	8899225	8899232	2.92008	1.65789	2.11307	1	0	0	no
NFIX	MA0671.1	PER32_SVSP_9	NA	scaffold-mi2	8899225	8899233	2.92008	1.65789	2.11358	1	0	0	no
NFIX	MA0671.1	PER32_SVSP_9	NA	scaffold-mi2	8899236	8899244	2.92008	1.65789	2.11712	1	0	0	no
NFIX	MA0671.1	PER32_SVSP_9	NA	scaffold-mi2	8899416	8899424	1.47603	1.3398	1.73726	0	0	0	no
NFIX	MA0671.1	PER32_SVSP_9	NA	scaffold-mi2	8899372	8899380	1.44213	1.63123	1.62786	0	0	0	no
Dlx4	MA0881.1	PER32_SVSP_9	NA	scaffold-mi2	8899277	8899284	3.68403	1.98092	2.17731	1	0	0	no
TFAP4	MA0691.1	PER32_SVSP_9	NA	scaffold-mi2	8899341	8899350	2.6559	1.6218	1.39017	1	0	0	no
TFAP4	MA0691.1	PER32_SVSP_9	NA	scaffold-mi2	8899341	8899350	2.6559	1.6218	1.39017	1	0	0	no
MEIS1	MA0498.2	PER32_SVSP_9	NA	scaffold-mi2	8899249	8899255	2.89199	1.60287	2.11444	1	0	0	no
FIGLA	MA0820.1	PER32_SVSP_9	NA	scaffold-mi2	8899341	8899350	2.6559	1.6218	1.39017	1	0	0	no
FIGLA	MA0820.1	PER32_SVSP_9	NA	scaffold-mi2	8899341	8899350	2.6559	1.6218	1.39017	1	0	0	no
CREB3L1	MA0839.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813015	8813028	4.7197	4.35624	6.13455	1	1	1	yes
JUN	MA0488.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813575	8813587	3.06062	1.83315	1.30555	1	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811601	8811609	1.19641	1.28675	2.01591	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811779	8811787	0.9958	1.40183	1.92777	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811893	8811901	1.19807	1.81866	2.11443	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811945	8811953	1.83188	2.16751	1.91875	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812028	8812036	1.49276	2.202	1.89033	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812149	8812157	1.14812	1.00578	2.35318	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812248	8812256	1.39529	1.28712	2.04208	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812413	8812421	1.31126	1.66886	4.03201	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812479	8812487	2.27236	2.75803	4.16201	0	1	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812593	8812601	1.29689	1.26665	2.96665	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812597	8812605	1.29689	1.25843	3.34093	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812633	8812641	1.57678	1.97171	3.51533	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812638	8812646	1.63623	2.12749	3.54412	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812646	8812654	1.73971	2.26048	3.85384	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812694	8812702	1.99112	2.05924	4.04947	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812758	8812766	3.19079	2.15809	3.22786	1	0	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813032	8813040	4.26318	4.34233	6.13455	1	1	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813136	8813144	4.53394	3.02522	2.61115	1	1	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813244	8813252	2.76989	1.80173	3.70944	1	0	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813367	8813375	1.42467	0.89612	2.31669	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813668	8813676	2.19841	0.94338	0.2494	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813967	8813975	4.02799	2.26601	1.17846	1	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813921	8813929	3.93898	2.19311	1.04655	1	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813336	8813344	1.22459	0.69652	1.91686	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813259	8813267	2.00254	1.88368	3.59005	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813095	8813103	5.30286	3.91842	3.82255	1	1	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813021	8813029	4.71971	4.35623	6.13455	1	1	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812703	8812711	2.69759	2.52663	3.98373	1	1	1	yes
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812437	8812445	1.27697	1.66886	3.23454	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812424	8812432	1.28561	1.66886	4.03201	0	0	1	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812131	8812139	1.23019	1.1635	2.10773	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811998	8812006	2.34847	2.27548	1.88966	1	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811934	8811942	1.83188	2.16751	1.87689	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811744	8811752	0.97285	1.22971	2.16925	0	0	0	no
NFIX	MA0671.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811548	8811556	0.95058	1.58189	1.9051	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813931	8813942	3.72646	2.03889	0.95722	1	0	0	no
Ddit3::Cebpa	MA0019.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812456	8812467	2.01114	1.91268	3.85459	0	0	1	no
Ddit3::Cebpa	MA0019.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812388	8812399	1.47176	1.62981	4.01084	0	0	1	no
Ddit3::Cebpa	MA0019.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812113	8812124	1.16215	1.29522	1.94157	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811526	8811537	0.95058	1.53413	1.79343	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811651	8811657	1.0412	1.0001	1.68554	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811729	8811735	0.81805	1.19047	1.63471	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811846	8811852	1.22252	1.17566	2.26978	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812109	8812115	1.26608	1.46621	1.93993	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812156	8812162	1.09811	1.00578	2.34919	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812209	8812215	1.0104	1.28712	2.09904	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812315	8812321	1.3021	1.56898	1.80534	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812432	8812438	1.20469	1.66886	4.03201	0	0	1	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812454	8812460	1.75519	1.49132	3.52245	0	0	1	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812511	8812517	2.28389	2.84214	4.02362	0	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812612	8812618	1.26401	1.3812	3.51533	0	0	1	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812898	8812904	2.74205	2.24379	3.49016	1	0	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812975	8812981	4.30801	4.17998	7.03191	1	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813037	8813043	3.82387	4.15156	6.13455	1	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813100	8813106	4.27624	3.45485	3.80244	1	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813372	8813378	1.4182	0.87601	2.31669	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813384	8813390	1.41634	0.80973	2.14154	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813498	8813504	2.29705	1.56726	1.32429	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813915	8813921	3.93898	2.19311	1.04655	1	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813659	8813665	2.33439	0.92895	0.24528	1	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813308	8813314	1.15032	1.26442	4.132	0	0	1	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813045	8813051	5.46502	3.77799	5.41163	1	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812958	8812964	3.541	3.72205	6.64997	1	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812803	8812809	3.28654	2.47965	3.19786	1	1	1	yes
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812298	8812304	1.66244	1.4347	1.74243	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812255	8812261	1.39529	1.34927	2.04208	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812241	8812247	1.32938	1.28712	2.04208	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811907	8811913	1.58189	1.81866	2.11443	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811840	8811846	1.22252	1.17566	2.16624	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811764	8811770	0.97137	1.09814	1.9711	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811733	8811739	0.92182	1.22124	2.05511	0	0	0	no
MEIS1	MA0498.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811593	8811599	0.98716	1.28675	1.73214	0	0	0	no
ZBTB26	MA1579.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811512	8811526	0.97122	1.15549	1.55313	0	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812096	8812103	1.26868	1.7048	1.7104	0	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812104	8812111	1.26868	1.5798	1.93268	0	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813183	8813190	2.38896	1.71364	3.14838	1	0	1	yes
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813636	8813643	2.66467	1.18317	0.23771	1	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813701	8813708	1.90923	0.93927	0.59366	0	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813870	8813877	3.30361	2.04295	0.82891	1	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813833	8813840	2.8322600000000002	1.66865	0.98475	1	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813640	8813647	2.65983	1.17961	0.23771	1	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813411	8813418	1.11052	0.53398	1.02549	0	0	0	no
Dlx4	MA0881.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813389	8813396	1.30381	0.77705	1.97501	0	0	0	no
RORC	MA1151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812183	8812194	1.00985	0.91697	2.68556	0	0	1	no
RORC	MA1151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813362	8813373	1.44822	0.91019	2.31669	0	0	0	no
RORC	MA1151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813575	8813586	3.06062	1.83702	1.30555	1	0	0	no
RORC	MA1151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813977	8813988	3.91267	1.72801	1.15244	1	0	0	no
FOXC2	MA0846.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813418	8813429	1.364	0.71267	1.06668	0	0	0	no
FOXC2	MA0846.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813702	8813713	1.90923	0.92055	0.61857	0	0	0	no
FOXC2	MA0846.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813394	8813405	1.0293	0.72587	1.86263	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811563	8811568	0.95058	1.58189	1.91084	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811642	8811647	1.19641	1.10843	2.01118	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812606	8812611	1.29689	1.25274	3.51533	0	0	1	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812670	8812675	1.62609	2.20108	4.06889	0	0	1	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812872	8812877	2.24387	2.21904	3.31115	0	0	1	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812879	8812884	2.24387	2.21904	3.25447	0	0	1	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813124	8813129	4.63074	3.02857	2.61115	1	1	1	yes
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813169	8813174	3.38091	2.12007	2.51239	1	0	1	yes
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813403	8813408	0.98093	0.67144	1.53744	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813414	8813419	1.15274	0.579	1.05122	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813421	8813426	1.369	0.70831	1.06668	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813480	8813485	2.31073	1.56726	1.10241	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813639	8813644	2.66467	1.18317	0.23771	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813704	8813709	1.90923	0.93808	0.61306	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813740	8813745	1.62982	0.77737	0.77701	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813844	8813849	3.06331	1.74477	0.98475	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813898	8813903	3.93898	1.99609	1.04655	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813947	8813952	4.02799	2.32065	1.17846	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813985	8813990	3.52736	1.73551	1.03566	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8814006	8814011	2.63098	1.44822	1.22912	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813649	8813654	2.43297	0.93273	0.23765	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813639	8813644	2.66467	1.18317	0.23771	1	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813443	8813448	1.75247	1.02135	1.06668	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813410	8813415	1.09087	0.51544	1.01785	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813393	8813398	1.16622	0.76003	1.96533	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813388	8813393	1.36405	0.78631	1.99648	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813091	8813096	5.76807	4.08108	3.82475	1	1	1	yes
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812799	8812804	3.33891	2.47965	3.19786	1	1	1	yes
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811929	8811934	1.83188	2.12609	1.94583	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811677	8811682	1.33972	1.07273	1.7554	0	0	0	no
Arid3a	MA0151.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811559	8811564	0.95058	1.58189	1.91084	0	0	0	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811650	8811657	1.06167	0.99754	1.67114	0	0	0	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812638	8812645	1.62145	2.10849	3.52915	0	0	1	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812758	8812765	3.07557	2.14364	3.30258	1	0	1	yes
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813580	8813587	3.06062	1.82198	1.30555	1	0	0	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8814001	8814008	2.63098	1.6034	1.22912	1	0	0	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813976	8813983	4.02799	1.76119	1.17846	1	0	0	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813878	8813885	3.13616	2.03834	1.01593	1	0	0	no
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813022	8813029	4.71971	4.35624	6.13455	1	1	1	yes
NR4A2	MA0160.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812958	8812965	3.60774	3.76272	6.70453	1	1	1	yes
SOX10	MA0442.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812259	8812269	1.63023	1.66103	2.18269	0	0	0	no
SOX10	MA0442.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812612	8812622	1.2346	1.53007	3.51533	0	0	1	no
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811783	8811796	0.9958	1.40183	1.84882	0	0	0	no
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812587	8812600	1.29445	1.31689	3.05467	0	0	1	no
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812632	8812645	1.59586	2.02529	3.52277	0	0	1	no
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813026	8813039	4.52264	4.35264	6.13455	1	1	1	yes
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813546	8813559	2.55454	1.76236	1.21426	1	0	0	no
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813031	8813044	4.25822	4.22478	6.13455	1	1	1	yes
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812646	8812659	1.73971	2.26048	3.94776	0	0	1	no
Tcfcp2l1	MA0145.2	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811784	8811797	0.9958	1.40183	1.85169	0	0	0	no
BARX2	MA1471.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812872	8812883	2.24387	2.21904	3.28023	0	0	1	no
BARX2	MA1471.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813870	8813881	3.28615	2.04127	0.87932	1	0	0	no
BARX2	MA1471.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813389	8813400	1.2072	0.76219	1.96979	0	0	0	no
BARX2	MA1471.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813295	8813306	1.45568	1.54547	4.29886	0	0	1	no
TFAP4	MA0691.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812068	8812077	1.26868	2.41815	1.66287	0	1	0	no
TFAP4	MA0691.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812078	8812087	1.26868	2.39891	1.68522	0	1	0	no
TFAP4	MA0691.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812276	8812285	1.7333	1.7239	2.2241	0	0	0	no
TFAP4	MA0691.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812276	8812285	1.7333	1.7239	2.2241	0	0	0	no
TFAP4	MA0691.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812078	8812087	1.26868	2.39891	1.68522	0	1	0	no
TFAP4	MA0691.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812068	8812077	1.26868	2.41815	1.66287	0	1	0	no
RORA	MA0071.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813977	8813986	3.98563	1.72634	1.17395	1	0	0	no
RORA	MA0071.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812274	8812283	1.7333	1.72634	2.251	0	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811930	8811939	1.83188	2.15025	1.90082	0	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812068	8812077	1.26868	2.41815	1.66287	0	1	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812078	8812087	1.26868	2.39891	1.68522	0	1	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812276	8812285	1.7333	1.7239	2.2241	0	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813017	8813026	4.71971	4.35623	6.13455	1	1	1	yes
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813176	8813185	2.84414	1.58323	2.47568	1	0	1	yes
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813591	8813600	3.06062	1.55792	1.30555	1	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813917	8813926	3.93898	2.19311	1.04655	1	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813017	8813026	4.71971	4.35623	6.13455	1	1	1	yes
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812982	8812991	4.62736	4.17998	7.0319	1	1	1	yes
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812276	8812285	1.7333	1.7239	2.2241	0	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812078	8812087	1.26868	2.39891	1.68522	0	1	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812068	8812077	1.26868	2.41815	1.66287	0	1	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811829	8811838	1.22252	1.12116	1.9833	0	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811792	8811801	0.9958	1.40183	1.95502	0	0	0	no
FIGLA	MA0820.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811597	8811606	1.15947	1.28675	1.96462	0	0	0	no
SOX9	MA0077.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8811720	8811728	0.89754	1.14466	1.4138	0	0	0	no
SOX9	MA0077.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8812355	8812363	1.33225	1.95806	3.08039	0	0	1	no
SOX9	MA0077.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813697	8813705	1.90923	0.93927	0.55255	0	0	0	no
SOX9	MA0077.1	PER25_SVSP_11.SVSP_8	NA	scaffold-mi2	8813996	8814004	2.63098	1.72021	1.21985	1	0	0	no
