tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292767	4292772	4.63276	4.58562	4.35516	1	1	1	yes
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292849	4292854	4.74328	3.6095	4.32186	1	1	1	yes
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292861	4292866	4.74328	3.90354	4.36693	1	1	1	yes
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292845	4292850	4.74328	3.26156	4.0895	1	1	1	yes
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292329	4292334	1.20821	2.18935	1.36149	0	0	0	no
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292202	4292207	1.7188	1.48561	1.9298	0	0	0	no
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292187	4292192	1.79054	1.48561	1.95477	0	0	0	no
FOSB	MA1127.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292869	4292879	4.74328	3.90618	4.36693	1	1	1	yes
NR4A2	MA0160.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292115	4292122	2.04342	1.473	1.44411	0	0	0	no
NR4A2	MA0160.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292452	4292459	4.08846	4.16443	4.0377	1	1	1	yes
NR4A2	MA0160.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292271	4292278	0.94534	2.17277	0.90266	0	0	0	no
Bhlha15	MA0607.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292014	4292021	1.75847	2.04231	1.01455	0	0	0	no
Bhlha15	MA0607.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292014	4292021	1.75847	2.04231	1.01455	0	0	0	no
KLF11	MA1512.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292390	4292400	2.52754	3.18558	3.44625	1	1	1	yes
KLF11	MA1512.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292661	4292671	6.21099	7.28012	6.70971	1	1	1	yes
KLF11	MA1512.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292727	4292737	6.3071	5.92162	6.86572	1	1	1	yes
KLF11	MA1512.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292791	4292801	4.71781	4.58562	4.20921	1	1	1	yes
NFIA	MA0670.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292102	4292111	2.38739	1.9168	1.44411	1	0	0	no
ELK4	MA0076.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292577	4292587	5.51326	6.02239	4.07482	1	1	1	yes
ELK4	MA0076.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292595	4292605	5.51326	6.91138	4.94495	1	1	1	yes
FOXC2	MA0846.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292858	4292869	4.74328	3.88582	4.36693	1	1	1	yes
ZBTB26	MA1579.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292347	4292361	1.10843	2.18935	1.32551	0	0	0	no
ERF	MA0760.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292595	4292604	5.51326	6.91138	4.94092	1	1	1	yes
ERF	MA0760.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292578	4292587	5.51326	5.98219	4.06257	1	1	1	yes
Dlx4	MA0881.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292184	4292191	1.79054	1.50016	1.96258	0	0	0	no
Dlx4	MA0881.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292330	4292337	1.20821	2.18935	1.36149	0	0	0	no
Dlx4	MA0881.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292346	4292353	1.1381	2.18935	1.36149	0	0	0	no
Dlx4	MA0881.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292846	4292853	4.74328	3.4456	4.21026	1	1	1	yes
Dlx4	MA0881.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292867	4292874	4.74328	3.90618	4.36693	1	1	1	yes
Dlx4	MA0881.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292825	4292832	5.05655	3.28616	4.22658	1	1	1	yes
FOXI1	MA0042.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292860	4292866	4.74328	3.89902	4.36693	1	1	1	yes
GLIS2	MA0736.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292701	4292714	6.33525	5.92162	6.1373	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292390	4292400	2.52754	3.18558	3.44625	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292509	4292519	5.58996	5.94651	4.57277	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292511	4292521	5.5732	5.94651	4.51619	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292661	4292671	6.21099	7.28012	6.70971	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292727	4292737	6.3071	5.92162	6.86572	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292733	4292743	6.13761	5.92162	6.16522	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292791	4292801	4.71781	4.58562	4.20921	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292704	4292714	6.33525	5.92162	6.15963	1	1	1	yes
KLF16	MA0741.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292703	4292713	6.33525	5.92162	6.01105	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292102	4292110	2.38739	1.9446	1.44411	1	0	0	no
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292115	4292123	2.00728	1.47156	1.44411	0	0	0	no
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292318	4292326	1.15159	2.13229	1.36149	0	0	0	no
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292544	4292552	5.94734	6.38424	5.16592	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292573	4292581	5.51326	6.38424	4.18513	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292724	4292732	6.33525	5.92162	6.8883	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292788	4292796	4.71781	4.58562	4.33813	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292878	4292886	4.48336	3.78724	4.36693	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292609	4292617	5.14068	6.93308	5.20753	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292586	4292594	5.51326	5.9107	4.33374	1	1	1	yes
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292366	4292374	1.35567	2.08044	1.79718	0	0	0	no
NFIX	MA0671.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292146	4292154	2.30306	1.44578	1.47518	0	0	0	no
CTCF	MA0139.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292391	4292409	2.72402	3.18558	3.62702	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292009	4292018	1.74981	2.03537	1.01455	0	0	0	no
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292850	4292859	4.74328	3.70537	4.36693	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292791	4292800	4.71781	4.58562	4.22316	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292727	4292736	6.33525	5.92162	6.88264	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292623	4292632	5.60937	7.08498	5.85115	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292559	4292568	5.26909	6.38424	4.33061	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292549	4292558	5.82605	6.38424	5.08039	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292523	4292532	5.46272	5.46913	4.71551	1	1	1	yes
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292205	4292214	1.58028	1.44655	1.82809	0	0	0	no
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292036	4292045	1.75947	2.04231	1.01455	0	0	0	no
TBX3	MA1566.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292028	4292037	1.75947	2.04231	1.01455	0	0	0	no
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292224	4292233	1.09359	1.5253	0.9062	0	0	0	no
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292235	4292244	0.83146	1.5253	0.78621	0	0	0	no
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292284	4292293	1.07476	2.17277	0.94226	0	0	0	no
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292307	4292316	1.1609	1.9967	1.36149	0	0	0	no
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292311	4292320	1.15171	1.90718	1.36149	0	0	0	no
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292404	4292413	3.23229	3.2706	3.90466	1	1	1	yes
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292568	4292577	5.51326	6.38424	4.18513	1	1	1	yes
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292578	4292587	5.51326	5.98219	4.06257	1	1	1	yes
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292632	4292641	5.58972	6.6005	5.78307	1	1	1	yes
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292669	4292678	6.21099	7.28012	6.70971	1	1	1	yes
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292714	4292723	6.33525	5.92162	6.8883	1	1	1	yes
NFATC1	MA0624.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292595	4292604	5.51326	6.91138	4.94092	1	1	1	yes
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292594	4292604	5.51326	6.91138	4.92848	1	1	1	yes
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292714	4292724	6.33525	5.92162	6.8883	1	1	1	yes
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292669	4292679	6.21099	7.28012	6.70971	1	1	1	yes
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292632	4292642	5.58635	6.51666	5.74756	1	1	1	yes
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292578	4292588	5.51326	5.88157	4.04725	1	1	1	yes
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292311	4292321	1.15089	1.9354	1.36149	0	0	0	no
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292307	4292317	1.15916	1.98537	1.36149	0	0	0	no
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292284	4292294	1.0837	2.17277	0.95298	0	0	0	no
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292235	4292245	0.82469	1.5253	0.79271	0	0	0	no
ELF5	MA0136.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292224	4292234	1.08109	1.5253	0.89289	0	0	0	no
TFAP2A	MA0003.4	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292370	4292383	1.79768	2.28208	2.4624	0	0	1	no
TFAP2A	MA0003.4	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292371	4292384	1.87823	2.36483	2.57	0	0	1	no
PITX2	MA1547.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292188	4292195	1.79054	1.48561	1.9432	0	0	0	no
PITX2	MA1547.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292154	4292161	2.07222	1.31703	1.52027	0	0	0	no
GRHL1	MA0647.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292066	4292077	2.38739	2.06295	1.02735	1	0	0	no
GRHL1	MA0647.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292066	4292077	2.38739	2.06295	1.02735	1	0	0	no
KLF13	MA0657.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292725	4292742	6.23561	5.92162	6.53163	1	1	1	yes
KLF13	MA0657.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292789	4292806	4.71781	4.58562	4.22085	1	1	1	yes
ELF5	MA0136.2	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095179	5095189	0.74921	1.14592	1.46814	0	0	0	no
ELF5	MA0136.2	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095124	5095134	0.82861	2.11202	1.44763	0	0	0	no
NFATC1	MA0624.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095124	5095133	0.83153	2.15835	1.43868	0	0	0	no
NFATC1	MA0624.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095165	5095174	0.78927	1.23312	1.92542	0	0	0	no
NFATC1	MA0624.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095179	5095188	0.75954	1.19539	1.53078	0	0	0	no
SOX10	MA0442.2	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095105	5095115	1.07043	2.61156	1.6749	0	1	0	no
EHF	MA0598.3	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095177	5095191	0.73953	1.1358	1.53465	0	0	0	no
NR4A2	MA0160.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095142	5095149	0.67889	1.23312	1.72896	0	0	0	no
Arid3a	MA0151.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095136	5095141	0.70364	1.3101	1.55116	0	0	0	no
KLF11	MA1512.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095058	5095068	0.97024	1.79669	1.67514	0	0	0	no
MEIS1	MA0498.2	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095095	5095101	1.07824	2.7521	2.22087	0	1	0	no
Bhlha15	MA0607.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095113	5095120	1.03859	2.61156	1.53111	0	1	0	no
Bhlha15	MA0607.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095113	5095120	1.03859	2.61156	1.53111	0	1	0	no
NFIX	MA0671.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095013	5095021	0.69405	1.58349	1.43657	0	0	0	no
NFIX	MA0671.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095078	5095086	1.07824	2.83532	2.22087	0	1	0	no
BARX2	MA1471.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095039	5095050	0.97024	1.7978	1.69886	0	0	0	no
TBX3	MA1566.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095103	5095112	1.0739	2.61156	1.80322	0	1	0	no
TBX3	MA1566.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095056	5095065	0.97024	1.7978	1.68588	0	0	0	no
KLF16	MA0741.1	PER41_cvt1322-vQC_2	NA	scaffold-mi7	5095058	5095068	0.97024	1.79669	1.67514	0	0	0	no
SOX9	MA0077.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085511	5085519	1.79015	2.1574	1.00869	0	0	0	no
SOX9	MA0077.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085532	5085540	1.79015	1.9617	1.00869	0	0	0	no
NFIA	MA0670.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085427	5085436	1.69494	2.0708	1.18068	0	0	0	no
NR4A2	MA0160.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085580	5085587	0.84203	1.30871	0.8038	0	0	0	no
NR4A2	MA0160.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085521	5085528	1.79015	2.12591	1.00869	0	0	0	no
FOXC2	MA0846.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085411	5085422	1.21755	1.39178	1.20252	0	0	0	no
FOXO3	MA0157.2	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085412	5085419	1.14745	1.36751	1.20252	0	0	0	no
Bhlha15	MA0607.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085408	5085415	1.02191	1.24882	1.20252	0	0	0	no
Bhlha15	MA0607.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085408	5085415	1.02191	1.24882	1.20252	0	0	0	no
MEIS1	MA0498.2	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085551	5085557	1.12216	1.83504	0.99748	0	0	0	no
MEIS1	MA0498.2	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085514	5085520	1.79015	2.1562	1.00869	0	0	0	no
CREB3	MA0638.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085551	5085564	0.99235	1.6634	0.90519	0	0	0	no
TBX3	MA1566.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085487	5085496	1.70239	2.22729	1.01802	0	0	0	no
TBX3	MA1566.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085587	5085596	0.84203	1.30871	0.7554	0	0	0	no
TBX3	MA1566.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085551	5085560	1.06179	1.76629	0.9528	0	0	0	no
NFIX	MA0671.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085404	5085412	0.96671	1.1996	1.20252	0	0	0	no
NFIX	MA0671.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085427	5085435	1.67863	2.05907	1.19001	0	0	0	no
NFIX	MA0671.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085579	5085587	0.84203	1.30871	0.80498	0	0	0	no
NFIX	MA0671.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085526	5085534	1.79015	1.98536	1.00869	0	0	0	no
NFIX	MA0671.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085445	5085453	2.09524	2.3848	1.15904	0	1	0	no
NFIX	MA0671.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085403	5085411	0.95126	1.1996	1.20252	0	0	0	no
FOXO4	MA0848.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085413	5085419	1.15954	1.37927	1.20252	0	0	0	no
NR4A1	MA1112.2	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085424	5085435	1.67307	2.00538	1.19342	0	0	0	no
Creb3l2	MA0608.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085553	5085561	1.00455	1.70847	0.92028	0	0	0	no
Creb3l2	MA0608.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085554	5085562	0.96591	1.65825	0.89549	0	0	0	no
Arid3a	MA0151.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085451	5085456	2.09524	2.42951	1.15904	0	1	0	no
Arid3a	MA0151.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085500	5085505	1.79015	2.22729	0.92678	0	0	0	no
Arid3a	MA0151.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085575	5085580	0.84203	1.30871	0.81317	0	0	0	no
Arid3a	MA0151.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085398	5085403	0.90777	1.01905	1.12368	0	0	0	no
Arnt	MA0004.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085555	5085560	0.99427	1.7113	0.91472	0	0	0	no
ELF5	MA0136.2	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085569	5085579	0.84203	1.30871	0.81317	0	0	0	no
Dlx4	MA0881.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085497	5085504	1.79015	2.22729	0.91864	0	0	0	no
PITX2	MA1547.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085497	5085504	1.79015	2.22729	0.91864	0	0	0	no
NFATC1	MA0624.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085569	5085578	0.84203	1.30871	0.81317	0	0	0	no
NFATC1	MA0624.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085420	5085429	1.59965	1.80117	1.20252	0	0	0	no
ZNF341	MA1655.1	PER40_cvt1322-vQC_2	NA	scaffold-mi7	5085479	5085490	1.5673	2.15762	1.04347	0	0	0	no
Dlx4	MA0881.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417541	169417548	0.94711	1.07534	1.79787	0	0	0	no
TBX3	MA1566.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417546	169417555	0.98799	1.21217	1.79787	0	0	0	no
NFIA	MA0670.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417702	169417711	1.15603	0.70898	1.28534	0	0	0	no
NFIA	MA0670.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417631	169417640	0.89057	1.24319	0.81101	0	0	0	no
NFATC1	MA0624.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417656	169417665	1.01388	1.3097	1.15644	0	0	0	no
NFATC1	MA0624.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417741	169417750	1.22133	1.06711	1.89905	0	0	0	no
NFATC1	MA0624.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417749	169417758	1.22133	1.06711	1.82399	0	0	0	no
NFIX	MA0671.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417703	169417711	1.14535	0.71376	1.28726	0	0	0	no
NFIX	MA0671.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417662	169417670	1.09899	1.23678	1.17467	0	0	0	no
NFIX	MA0671.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417650	169417658	1.00603	1.31684	1.12218	0	0	0	no
NFIX	MA0671.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417632	169417640	0.89452	1.24743	0.80897	0	0	0	no
ELF5	MA0136.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417749	169417759	1.22133	1.06711	1.79912	0	0	0	no
ELF5	MA0136.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417656	169417666	1.02534	1.3024	1.15822	0	0	0	no
FOXC2	MA0846.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417486	169417497	0.89374	1.30375	1.68302	0	0	0	no
FOXC2	MA0846.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417571	169417582	1.02146	1.29468	1.56786	0	0	0	no
SOX10	MA0442.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417753	169417763	1.22133	1.06711	1.63455	0	0	0	no
ZBTB26	MA1579.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417513	169417527	0.85732	1.33826	1.71267	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417489	169417494	0.89338	1.33826	1.68209	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417526	169417531	0.85072	1.33826	1.6796	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417540	169417545	0.93375	1.13412	1.79787	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417776	169417781	0.70842	0.66071	0.89964	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417739	169417744	1.22133	1.06711	1.90217	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417722	169417727	1.22133	1.03856	1.9003	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417696	169417701	1.24148	0.72129	1.26997	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417678	169417683	1.24148	0.93382	1.18277	0	0	0	no
Arid3a	MA0151.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417540	169417545	0.93375	1.13412	1.79787	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417535	169417541	0.88662	1.3318	1.79787	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417627	169417633	0.85903	1.20927	0.82654	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417673	169417679	1.24148	1.00682	1.18277	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417765	169417771	1.17008	0.92088	1.25806	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417618	169417624	0.85903	1.20927	0.9712	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417598	169417604	0.80847	1.22085	1.06451	0	0	0	no
MEIS1	MA0498.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417513	169417519	0.87367	1.33826	1.87503	0	0	0	no
FOXO3	MA0157.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417572	169417579	1.03176	1.29468	1.60589	0	0	0	no
NR4A2	MA0160.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417697	169417704	1.24148	0.69702	1.26997	0	0	0	no
EHF	MA0598.3	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417747	169417761	1.22133	1.06711	1.77739	0	0	0	no
FOXO4	MA0848.1	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417573	169417579	1.03176	1.29468	1.59759	0	0	0	no
NR4A1	MA1112.2	PER1_cvt8573-CRISP_1	NA	scaffold-ma1	169417672	169417683	1.24051	0.98046	1.18277	0	0	0	no
NFIX	MA0671.1	PER4_cvt9439-VEGF_1	NA	scaffold-ma1	260253624	260253632	1.68059	1.75981	1.42767	0	0	0	no
NFIX	MA0671.1	PER4_cvt9439-VEGF_1	NA	scaffold-ma1	260253667	260253675	1.59763	1.69985	1.53342	0	0	0	no
NFIX	MA0671.1	PER4_cvt9439-VEGF_1	NA	scaffold-ma1	260253758	260253766	1.22294	1.09349	1.37732	0	0	0	no
NFIX	MA0671.1	PER4_cvt9439-VEGF_1	NA	scaffold-ma1	260253842	260253850	0.87649	0.7774	0.72945	0	0	0	no
NFIX	MA0671.1	PER4_cvt9439-VEGF_1	NA	scaffold-ma1	260253831	260253839	0.87649	0.84762	0.72845	0	0	0	no
