CTL_2	SVSP1	SVSP2	SVSP3	SVSP4	SVSP5	SVSP6	SVSP7	SVSP8	SVSP9	PLA2B1	PLA2C1	PLA2A1	vQC2	EXO3	LAAO3	CRISP1	vQC1	VEGF1	EXO2	EXO1	SVMP1	SVMP2	SVMP3	SVMP4	SVMP5	SVMP6	SVMP7	SVMP8	SVMP9	SVMP10	ohanin	LAAO1	BPP	myotoxin
BCL10	0.0031392800079773	0.00105468181520445	0.00188979966763564	0.0271489443721337	0.000243737869679884	0.00155318983190779	0.0010287499669891	0.000680158332492085	0.00146437463246234	0.00376986363605017	0.00113569748016208	0.017652176319688	0.00750603339468274	8.52822689269746e-05	0.00247111450824082	0.00226583227695232	0.000169145341154914	0.00817618589884942	0.000479800555965023	0.000102182837729396	0.000416393128098468	0.000692885528166242	0.00251479130750365	0.00117783887368659	0.00290864662824469	0.000658080246453119	0.00375335799639741	0.00156375950636188	0.00125879325611178	0.00169837761465899	0.00145197729447667	0.000221740943465833	0	0.00109225521037696	0.00132067826463114
ZZZ3	0.0117603917887442	0.0112877503234822	0.015434045574097	0.0197122758837593	0.0229625459857272	0.00976542534452314	0.014595959943578	0.0105640440301118	0.0112603825374452	0.00866419521376101	0.0107824134878892	0.00635011615992109	0.0103570367142751	0.00516243921010554	0.00626234769850439	0.00898528560652998	0.0116374248183853	0.0169402689573987	0.0109378269445263	0.00960560883505581	0.0162754101342735	0.00631669876170147	0.0070141377932838	0.0103174070067776	0.0103188705950905	0.0072747949934774	0.0116657481524442	0.0209645923457496	0.0161432374520649	0.00895723628668862	0.010155955058502	0.00893461634433235	0.00189982144655288	0.0112718066246396	0.0100912679155536
NFIA	0.00422893934439234	0.0056227826121893	0.00293608081043469	0.00426498196650302	0.0113161551084592	0.00627793836340044	0.00772758364350447	0.00773672256035168	0.00819030231829579	0.013601082403478	0.00434203692598978	0.000882006960051638	0.0040364198495813	0.00138521030012391	0.0363043839471057	0.0147422482382301	0.00212934231114087	0.00294901082111192	0.00903570350554773	0.00527351445176018	0.0010953465647725	0.0110779928297951	0.00401745264400838	0.00967831019620197	0.0049048721338179	0.00491432813232793	0.00554826044763302	0.00798118043335184	0.0179191754323158	0.00634404833866589	0.00923654420073117	0.0050955624839179	0.0150214912334067	0.00886725350174167	0.0132104369830792
SPDEF	0.0123897145929539	0.008045284895271	0.0104458806687787	0.0237725507928833	0.00828410244498955	0.00734963547693977	0.0171862379901238	0.00688685047265981	0.00626865051100076	0.00950773624937403	0.0135397108055131	0.0266428492412103	0.00712247397092424	0.000982246246183457	0.024011369416869	0.00537953469460004	0.0100845918437909	0.0202366831305289	0.0124732377623802	0.0111171543819758	0.00602609507299235	0.0114138050832367	0.0354408293679161	0.0084367108316398	0.0045421259409394	0.0132349575939796	0.00504450317838043	0.00675452867986836	0.00466067465126374	0.00751741528384628	0.00915625681301628	0.00344847978219992	0.00200865249694503	0.0120464298946108	0.00510407317452561
PPARD	0.00553618852551119	0.00409930934505171	0.00694202426180311	0.00551384007218365	0.012890535486662	0.00276645569960446	0.00450596318391704	0.00337904202954767	0.00812599902587542	0.00660261142904596	0.0115920649868862	0.000687180261537561	0.00310633548065902	0.00808365184573775	0.00248212469497109	0.00270828457983809	0.00540399466622266	0.00247898655879791	0.012431130639633	0.00882969384526441	0.000712244514825867	0.00203154598641041	0.001239703064255	0.00169693829369538	0.00414743326984691	0.00182165819918845	0.00312152618228025	0.00194040388988594	0.00203721368166539	0.00460704337865929	0.00198707377463094	0.0143923366628065	0.000458454902902799	0.00449430961925382	0.00766707914745559
ELK4	0.00122730222107216	0.00135615134809234	0.00211924287135915	0.00276374494199151	0.0015784649322517	0.00261083195192601	0.0018413784048817	0.00334875533278229	0.00256540899626088	0.00211274737727016	0.00195896705207007	6.04924673601226e-05	0.00233505049083811	0.000122127614137248	0.00225268306458194	0.000696135682900041	0.00294676744769052	0.0039308903176454	0.00191013795534667	0.0139303277013798	4.98069224115603e-05	0.00125924483705692	0.000634451302814787	0.00090358757117619	0.0114558425889972	0.00318907416138491	0.000872512805890229	0.00206378250443041	0.00130011084367267	0.00357692807515035	0.0055125595847907	0.000440639162059802	0.000284217325249713	0.00127654896283448	0.00149412245658635
KDM5B	0.012334067806805	0.0118861777489379	0.0155699213470014	0.0198680834615858	0.0183814117577854	0.0102778775530728	0.0112387880750137	0.0117017949326209	0.00718308342907496	0.0135413183019443	0.0102688178144506	0.0213745519504846	0.0145162633893953	0.00684364707027776	0.012563097743654	0.00820822628333235	0.0165639783666846	0.00946603744003229	0.0136378371478907	0.01116112067313	0.00880221087457941	0.00939914692686705	0.00841671686317122	0.0156100407987633	0.0263337782262274	0.0109247275573341	0.00969035269082878	0.0111017086239694	0.0105889992130868	0.0127547527205241	0.00926584709733689	0.00931967352728942	0.00762659687819833	0.0154074467358673	0.00935934840643593
ZNF341	0.00199741177375325	0.0106326253130934	0.00193135803258695	0.00145649854737127	0.00201443704589528	0.00170580759583899	0.00224265743483019	0.00111974180488183	0.0014266224459938	0.00169646110165701	0.000705903054778659	0.000188347158327517	0.0104913971097041	0.000793906367247203	0.0011263241631164	0.00133992996885181	0.00148818400478185	0.00499474163299411	0.00188247988631761	0.0049049543839685	0.00017063052729117	0.000944617045660561	0.00245325236916737	0.00268424841904239	0.00294284133954709	0.00505652416263551	0.00190559570500736	0.00121587574824481	0.00248499626861043	0.00095040033768443	0.00130397946616999	0.0136054508466012	0	0.00781847165146841	0.000638682255145576
NCOA3	0.00244918927199167	0.00151801415730563	0.00219762345126712	0.00205281981100909	0.0033846719082142	0.00359040345218689	0.00323252162445546	0.00233828627701511	0.00150505054989232	0.00243846742696968	0.000805319542557112	0.0110507984843812	0.00240978461093839	1.18516246203085e-05	0.0104010752507211	0.00252169381295709	0.00322985844703364	0.0107778497001018	0.00137823698019977	0.0055783040560308	0.00142419746825874	0.0226089539244098	0.00702767852187381	0.00735595307105053	0.00346280528719453	0.00259474075882558	0.000899365795804115	0.00312018443403749	0.00109238701991841	0.00110118098956798	0.00450988489324665	0.0303707511580737	0.0215255753886369	0.00398029082318453	0.00270306146092934
ZNF217	0.0216552380677468	0.00763213286678426	0.00580590279044334	0.0145924050425673	0.0062050782957106	0.00626156647775915	0.00606518599547134	0.00409699539198984	0.00790919689681276	0.00341929350344722	0.00652409370414536	0.00164912030393365	0.00402778336280101	0.00293593754317382	0.00297393311819786	0.011455462112377	0.00405400928372858	0.00422352929421787	0.00952585868801241	0.0264434492943514	0.00324803966211076	0.00814029895459647	0.0144121122582992	0.0149959936208159	0.0084365567291306	0.0146817645457001	0.0108971913622217	0.0111910524707687	0.0209080067387557	0.0279006385418314	0.0229477226201698	0.00475581307438841	0.00196877840737629	0.00845679917828084	0.00313709400130842
RORA	0.0063086574955608	0.00272800136070872	0.00310299657952693	0.00579179003672182	0.0119506338026932	0.00260878928606029	0.003669320174914	0.00289198817236984	0.00730333082817981	0.00451536385584547	0.00452585692539622	0.00950691704172433	0.00757121816388798	0.00609789787237839	0.0112771179615706	0.00373968400246851	0.00412709302008158	0.00068025818233303	0.0158822263809383	0.0051427479644095	0.00498262648824247	0.0020641004777104	0.00460774236172895	0.00293184549208597	0.00288918303532215	0.00302365568864131	0.00709075682317478	0.00261254879894455	0.00152848743328926	0.00172068291436637	0.00115360305687916	0.00395803388680475	0.000930975608404912	0.00848342233259595	0.00261929866282098
KLF13	0.00412071443906992	0.00504861263305774	0.014502493795427	0.00709620048232163	0.00474683137578935	0.00595337260959828	0.00496463230243808	0.00678007571970598	0.00945489438807882	0.00423184612341249	0.0041302065476168	0.013284211358182	0.0162417280098057	0.00990174762465034	0.00425734511681271	0.00395938591558875	0.00539026984595032	0.00280280442125036	0.01067665258021	0.00745850576812243	0.00228040403272402	0.00372269181812085	0.00316767335859745	0.00582615278704736	0.0179889615407409	0.00626105833149317	0.00632587806882556	0.00428648001774356	0.00625331701225389	0.00775908215485831	0.00602853729546486	0.00921807889757818	0.013264543497093	0.0077601931835316	0.00896309698971717
ZNF592	0.00199372342171713	0.00397076335310566	0.00179659434327858	0.00235612095059684	0.00673859612072583	0.00310634412841011	0.00122797692941007	0.00191182983662211	0.00158088577719478	0.00167071093187434	0.00262326634892712	0.00417468504762443	0.0159882640508148	0.000762005178511826	0.00173825705789514	0.00189104865777629	0.000804750358234858	0.00132168169296531	0.0017601892923447	0.000434558008149836	0.00134638262470241	0.00921091378296585	0.00691413195025384	0.0107538643253608	0.00707399076137464	0.00261984614972189	0.00966227849521652	0.0027443325928416	0.00788456467239823	0.00338221242292066	0.00220867146935478	0.00407852373594742	0.0014532155412768	0.00353981826059406	0.00183319862521543
PRDM2	0.000830689083312154	0.00430452979312395	0.000175371062150025	0.00476358184495143	0.000273575181577262	0.000268528723725872	0.000307869597501994	0.000378737361064853	0.000470807848673734	0.0020231102547916	0.00368429236057578	0.00614955604106759	0.00355902348190507	4.57306887774813e-05	0.00176364117301065	0.000753474497946098	9.87520848356402e-05	5.21375884532696e-06	0.000134620939483587	0.000103472210503558	0.0143461176090006	0.000136838675848778	0.000678208623088939	0.000352962893053946	0.00259107027755233	0.00267062490602981	0.00081506570506702	0.000526636625606209	0.00725395318984037	0.00271651966806653	0.000243448787685415	4.52171153580922e-05	2.59502775227999e-05	0.00335434376224767	0.000290851400587126
AEBP2	0.0162706020985657	0.017082277098168	0.0174282161831613	0.012933314405889	0.0158067941434441	0.0251188967002608	0.0123262010995543	0.0252739357211634	0.0138636947506417	0.0193861299941217	0.0132153653636574	0.0249717785816678	0.00872496578273575	0.00716958951282098	0.00693032668339598	0.00919863606947487	0.00639524074283647	0.0266604343283659	0.0145740245446848	0.00598669042077066	0.00933121622577989	0.00991619403864698	0.0201938185842697	0.0139906457032271	0.0195167589945948	0.0115286413006701	0.00934365766839458	0.0156993389335014	0.00747962794030611	0.0133447889029314	0.0112623131075625	0.024600552045558	0.00844900722108712	0.0105728627206979	0.0103300784965831
TLE1	0.00147724800595191	0.00055560882151792	0.00463780576570625	0.0020472687758011	0.0067016412195823	0.00176377326710479	0.00178641412548195	0.000857290257935163	0.00672842790339861	0.00130945372811726	0.000338681094149336	0.00713320329838214	0.00479286613279633	0.00374190785045534	0.000163901042284533	0.00642291544984662	0.00305027397398166	0.000271186441967952	0.00328771475729088	0.00251935917744834	0.0076697881660002	0.00568338452574623	0.00419170498762289	0.00236813719049335	0.00378450191971058	0.00394258934896175	0.00318210576015034	0.00335002791208066	0.000626045697763612	0.00373053260341298	0.00131203366326179	0.000161425022034678	8.65009250759998e-05	0.000598515792929455	0.00162101776509897
ZNF710	5.02538755644098e-05	2.76863923844901e-05	6.54169752617054e-06	1.86400827028093e-05	2.43581809893441e-05	3.16302733189485e-05	8.44569528955926e-06	2.76875533781217e-05	0.00014196683529242	0.000141198778220453	5.28182461711366e-05	0	2.06814349544585e-05	2.1505045526805e-07	4.2339474837431e-06	7.48533215811557e-05	2.20406780106971e-05	1.66388457795122e-06	6.54252504434961e-05	7.72180675399687e-06	0	4.55308547313615e-05	3.64662343526704e-05	4.18488101686509e-05	1.94564457681716e-05	0.000120508431227321	9.05911300008646e-05	8.02030829249054e-05	7.21143629375611e-05	0.000731323636270596	4.67809052677456e-05	0.00784715313484128	3.93186023072726e-06	0.000632644093999517	7.38745496550946e-05
BLZF1	0.00377973324652877	0.00422040307355607	0.00306192029005412	0.00279108428944784	0.00272142619053116	0.00262144822312383	0.0034512312998476	0.00279074040267245	0.00447806675544186	0.00256597532926673	0.0169509877653156	0.000725585496332314	0.00252376863927438	0.000934526063615451	0.00853160293178828	0.00265118627720336	0.00262199516984089	0.0146572942918504	0.00402940132823925	0.00469423181396103	0.000933728993202758	0.00437155854666984	0.00508448880253967	0.00563422885842307	0.00499321665521517	0.00759837946928084	0.00521942745529809	0.00521181219551669	0.00627471741842548	0.00654467773975402	0.00424365704628206	0.0093705160984059	0.000803893537364458	0.00757945250120072	0.00241250185356625
TAF13	0.000132788498226672	2.61931244166433e-05	8.10209716758629e-05	0.000570520297769498	2.13880668635997e-05	5.76003940154424e-05	0.000105264336046948	2.61164860794193e-05	9.03242434649046e-05	0.000166117946091051	9.10016409491022e-05	0	0.00122855204760565	0.0105600493441677	4.20496880869137e-05	0.000414166148414256	8.01934118773013e-06	4.15780768677973e-06	7.89030337183157e-05	3.08872270159875e-05	0.000143433958530787	0.000119630879141091	6.54635561946255e-05	0.000185543447356299	7.21623621578084e-05	0.000142769718403549	0.000117415520265121	5.93033856800948e-05	6.72324365077962e-05	0.000151820810573544	0.000125923741966496	2.13947111047065e-05	0	0.00258334056524306	7.15459477984086e-05
BUD31	0.00265000267658747	0.00437529900647387	0.000898345861593739	0.00693671570467763	0.00499721345604522	0.00121684746198818	0.00125427823370899	0.00111185440810768	0.00100482541335551	0.00175707033548194	0.000524963218702063	0.000167388437946038	0.00113153279892509	9.04654682667553e-05	0.00289065960809424	0.0059869956628608	0.0034956663542262	0.000526601070781572	0.000842853414375011	0.000210652791058558	5.72287006259201e-05	0.00917318397850668	0.00239593907896222	0.00860933190722475	0.00134281525977298	0.0018965645250982	0.00060462814326309	0.00696493372094499	0.000713425909901149	0.00132123222640206	0.00484696854688138	0.00436176998366829	0.000535481917137141	0.00492324835228125	0.00108513717712004
ZBTB33	0.00248535066060656	0.00113211250924209	0.000855082147408342	0.00449145606897942	0.000418972906474656	0.000666920452617691	0.00376439395434352	0.000976388388418552	0.00180540080017717	0.00138426704485669	0.00184738854049358	0.000167388437946038	0.000482680537877072	0.0249293785309428	0.00114981370460734	0.000769695279903348	0.0017825408948022	0.000998132097569094	0.00229959059559578	0.000199866098149286	0.000124309430726682	0.00231396285258461	0.00888038802922543	0.00440186751806353	0.00210657989979873	0.00283964451757828	0.00188657101279256	0.00125018699587484	0.00204177034627777	0.00339154520932306	0.00106049893976366	0.000790715900733376	2.59502775227999e-05	0.000918434048729528	0.00179523147021894
NKRF	0.00214122649349937	0.00354926932373155	0.000570203162525426	0.000535686501967486	0.00957281623407033	0.0015744822807007	0.000590061783615622	0.00198228119922944	0.00911504155252844	0.00113315346515178	0.000570365665447978	0.0208955985254888	0.00491744442105294	0.00583245661509287	0.000157239937935838	0.00174566970070471	0.000334277817128861	0.00381628165796359	0.00247796736381208	0.000103505303961075	0	0.000760961969859858	0.00165070158371811	0.00203155390031047	0.00163516775863149	0.00109414805003684	0.0022923511716226	0.00119385897059215	0.00827079442975099	0.00165210068499446	0.000828239914341231	0.00015809789267161	0	0.00399188421641235	0.00383126545337926
BHLHA15	0.00137343030586509	0.00125079551106313	0.00019448301071617	0.000120804184668124	0.0101477631575577	0.000780461272888404	0.000167356571286009	0.000369651607256783	0.00483937577024235	0.000222276963556639	0.00692618777445678	3.64762559787172e-05	0.00594473109239747	0.00820874835483175	0.000189376015256914	0.00283225439214684	0.000117549431319405	0.000890765321111593	0.00555171129794915	0.00402540468578007	0.000325261855456179	0.000204061988511527	0.000443923566776541	0.000268766462373095	0.000180526966514594	0.000814121122123051	0.000338564058904326	0.000276725387157333	0.00156440741871571	0.000327182470644926	0.00069904607890156	0.00169282600442045	0	0.00437097494918573	0.000349852933849594
MKL2	0.00145647004758541	0.000455143590513904	0.000671588518867354	0.000805172436406717	0.0020125283900713	0.000945132795676432	0.00250958170275621	0.000758036803942354	0.00197304245205811	0.0015207802959377	0.000642468300653475	0.0295055711304256	0.00352793601045595	1.04278524332092e-05	0.00139693305377583	0.00712274144441027	0.00779621969741633	0.0117851259166709	0.00152976812878671	0.0488483843223594	2.84591187561085e-05	0.00222568739521571	0.00166576089816731	0.00265832455669719	0.000804432412689905	0.00319695146442938	0.000718314663691557	0.00224189711775532	0.0018306411823189	0.00157458289928092	0.001332537184774	0.000289314478856664	0.000228609587700856	0.00253426475625737	0.00856365081172645
SIRT1	0.0113578010850806	0.00475895655199937	0.00255630674599674	0.0040687371135194	0.00254077763480037	0.00224284990794766	0.00331382071354036	0.00184161878679593	0.0041496884755053	0.00324635098580112	0.00403956774582864	0.000770506631888083	0.00205577342755653	0.00481592965383641	0.00230488770784344	0.00287322471717627	0.00471700415902032	0.0448634858294993	0.00317385302176628	0.00822948094623868	0.000580827017859969	0.00376539586580764	0.00382301888787301	0.00624968841906046	0.011542112014294	0.0034547781476126	0.00928101615034249	0.00365403946328701	0.0089446290707286	0.00280118314933311	0.00386687498539799	0.0194147270786655	0.000134956441147162	0.00513713699426079	0.00209178236370551
IKZF5	0.00519734738417699	0.0017783032087659	0.00310152814389887	0.00219845119119456	0.00907681256065284	0.00133239126826293	0.00323162290143099	0.00194402905141703	0.00200161524104829	0.00184964863689788	0.00682164332710615	0.0225899441121076	0.0031565360424128	0.000286656216483132	0.0359609680361929	0.00532240413474822	0.00220678972678516	0.000579355158693767	0.00136352971966802	0.000951210450991649	0.00959225395059965	0.000958768348902219	0.00989963382546524	0.000832583148059422	0.00165408654883874	0.00709368286133081	0.00171215109921549	0.0013101221181242	0.00131853306379457	0.00125104653236022	0.00150205173342632	0.000231906592072235	0.000668023053200562	0.00593196147707067	0.00147451014201422
SUFU	0.0150994584244474	0.00789919493913555	0.00252817629867009	0.00523795842229225	0.00998472416328407	0.000419385547855366	0.00441998822404986	0.000815748367431105	0.000696644398094362	0.00138841735409264	0.0118459777579355	0	0.0108050197536837	7.20896645206742e-05	8.67163291035731e-05	0.00325814845385496	0.000885925806091962	0.00122092022259835	0.000597844814404107	0.0114411547482635	5.58355969105862e-05	0.000757621910326886	0.000727800045334203	0.00069600510955045	0.000434750052447623	0.00059156137714437	0.00114762916087199	0.000492316925315525	0.00475271525137588	0.00254176231019329	0.00127915178453742	0.00379397543071174	3.46003700303999e-05	0.00689629677319079	0.000930628152479055
PPRC1	0.00617167686000816	0.00976649316051202	0.00677379972459415	0.00614000166051673	0.00663161681218578	0.00851987860763056	0.00677009441100047	0.00689551962277806	0.00673292795881673	0.00571357732551467	0.0122322651718941	0.0145670335287759	0.0067853253323041	0.003494862853596	0.00825837769149811	0.00565469678645044	0.00527068808051142	0.0117981683051846	0.0108848701640016	0.0114763125823439	0.00176022654457851	0.00806718384919778	0.00634426067691629	0.00563699264748717	0.0187130550844706	0.0109947286203139	0.0111435019794334	0.0037139914441705	0.0130696074524835	0.0192305739261377	0.0061424219807712	0.00872126327560123	0.0092139905484594	0.00713952115369177	0.00855184330672123
HES6	0.00134065633824365	0.00714544963881083	0.000989449031966557	0.000834988467054429	5.01530220505778e-05	0.000661638807181707	0.00246516496630397	0.00105838227835177	0.00091392594644433	0.000501567286316497	0.000407494371053653	1.67388437946038e-05	0.000123411942954633	7.19082393044795e-06	2.12153267667335e-05	0.00662477803175657	0.0179296684437447	2.46003621467801e-05	0.000216619881879599	3.86090337699844e-05	1.02452827521991e-05	0.00626263235319948	0.0213114201553581	0.00310480976506086	0.00050825685353564	0.00686789753342729	0.00041470930434456	0.00907781157907302	0.000262826929624926	0.00152886463881519	0.00426428533770629	0.00308009985492198	0	0.00250943578443135	0.00130252413320504
PIAS2	0.00110888577662536	0.0011400211811819	0.0032465213489666	0.00212328020466864	0.00271583401997798	0.00130477716231693	0.00261253727647689	0.00156950963042692	0.00378606202304737	0.00189775499485778	0.00253193699374192	0.000583450753959916	0.00171724502311026	0.000430361175921225	0.0048602584407734	0.00338256970187984	0.00879176302490753	0.000630101630785797	0.00662811897306777	0.000285137631060453	0.000169393744476947	0.00384777372885224	0.00326470328299518	0.00567100020531724	0.00467217216742253	0.00161760219173669	0.00122949672729045	0.00103231446386312	0.00205221983271714	0.0010178485446179	0.00403837356503434	0.00222042255403897	1.73001850151999e-05	0.0030717361756239	0.00262180411858678
BMPR1A	0.00106369315986073	0.00277568198756033	0.00148036929150051	0.00113734979073977	0.00236976801732841	0.00199730441748772	0.00838781732359509	0.00234637932768222	0.00239150301628537	0.00378237208307228	0.00176993245071421	0.0023277322955344	0.012094434638837	0.000519051069294783	0.000717590782319502	0.00246560695711519	0.00173111469104983	0.000464788821803375	0.00303996582105767	0.000896506937570633	0.00437004632672185	0.00305763479029747	0.00185529558712413	0.00774437547145966	0.000787536321717567	0.002637165561677	0.00439846984045414	0.00152227816761888	0.00669422052879224	0.00299242608729935	0.00224216421235905	0.00197919303976492	1.47724539977986e-06	0.00192643757579147	0.00123334321958746
ZBED4	0.000524650622193465	0.00169447283374455	0.00231712518467698	0.000574581171565483	0.00205164944392633	0.000785031254116569	0.00282660593084523	0.00162958484010264	0.00206640396304965	0.00142455792797298	0.0019052955837443	0.00753688977635106	0.00243576312651948	0.000336816958861164	0.0035436330149546	0.000606910265871935	0.00370343689197591	0.000379457336814401	0.00366406093968359	0.000642452109666911	0.000451103993554722	0.000858397761444091	0.00179929838503984	0.000714367212047751	0.00086331608101173	0.00111968212778048	0.0024670616799819	0.000983254585225511	0.000662043940149735	0.00195233580518642	0.00118609212591422	0.00485305886261219	0.000198952127674799	0.00100777399061383	0.000805010984694474
ZNF800	0.00319195151643476	0.00131302471486391	0.00952163113155718	0.00270679858430667	0.000356771970480371	0.00364913801843038	0.00420752258559691	0.00207878641052708	0.00422553956967786	0.00114396945753095	0.000555029217595921	0.000446369167856102	0.0046531114620168	0.0294371258876532	0.00325209043946747	0.000625704468942827	0.00057390572613008	0.00309025149348428	0.00288975478895366	8.74670110498191e-05	0.000200807541943102	0.000795228979999502	0.000631474952150943	0.000839525390110913	0.0008257795278301	0.00191031521739849	0.000547657360833053	0.00156223131310621	0.000419431493823434	0.00548544918204182	0.00102120002530124	0.00481957286095924	0.0207504136185329	0.00181013801301968	0.00363691566927083
SREBF2	0.0177674953095772	0.0146887450569829	0.00943353793365698	0.0107162176987103	0.0209016523257612	0.0285735679030788	0.0394804604280338	0.0145435092511222	0.0185094268273999	0.0146875528158567	0.011856863832597	0.0171520185203725	0.0102972542524087	0.0214327856699914	0.0123910720475809	0.011938069962191	0.0130040875376762	0.0104141950126964	0.0159353076446348	0.0129833753228724	0.0179430096967924	0.00955388241828125	0.013272718648997	0.0161364154160904	0.0159406020252777	0.0292605876016571	0.0110121277397787	0.00973379207495436	0.0329858301966969	0.0157146691386929	0.0208264535098621	0.0128517029858872	0.018810294966481	0.0134562374928897	0.0203559140503854
ATF4	0.0145350130100371	0.0124497495583337	0.0101000814363202	0.0102168625377012	0.0141912078628834	0.0107892548326626	0.0105486725373619	0.0068568915701032	0.00945296148154799	0.0121751591976491	0.0165388724385811	0.00941111631247117	0.0124104211921814	0.010996671102552	0.0141852064569763	0.0170408057052609	0.00963103829462557	0.00855040097333274	0.0143678248710083	0.0260461117881782	0.0245215699940247	0.0092939605383331	0.00786903205382327	0.0112213702627769	0.00910642956951169	0.0106386921993677	0.0138654877277654	0.0159384996839699	0.0128280848034961	0.0129170610263924	0.00814701208203351	0.0226937524139622	0.0215087310483346	0.0205917550194426	0.0119231202934633
TDG	0.000726635332721857	0.000502499954990458	0.000504327864280947	0.000695659429193754	0.00110784903596905	0.00117849926037243	0.00118644760442725	0.00219315702147505	0.00166832652698029	0.00144874710528235	0.000442561046972526	0.0136520899017733	0.00322552594323747	9.00433900750199e-05	0.000288288065855693	0.00144690152615054	0.00373092383448624	0.00155946081057354	0.000728646203137235	0.0104379050419182	0.0212898308779406	0.00923446692294464	0.00548128383354003	0.0100412372511739	0.00155032061426294	0.00734048313897748	0.00115807886407572	0.00253501323744693	0.000473232398546812	0.00163363271805292	0.00130607603093915	0.000198722528937378	4.01424206413298e-05	0.00172323350562467	0.00635266614144537
CREB3	0.031329052086186	0.033427122814523	0.0303142908917123	0.0431840017705363	0.0235188800414015	0.0335386608789489	0.0348424258231651	0.0648884977412584	0.0408640736399571	0.0427186574047678	0.0204287883321818	0.030971509847853	0.0210524604396386	0.017332322093655	0.0393425605375028	0.0318175865015416	0.0325956967403062	0.0220978573862203	0.0340766677444564	0.0240490779212369	0.0377829146991377	0.0435414244534996	0.0280986843057786	0.0312512351635989	0.0313779682405037	0.0507295451466731	0.0398465712288462	0.029044295789212	0.0229925918006062	0.0389555330720719	0.0537813203319126	0.0232776887493751	0.0220112271592196	0.0236971106140369	0.0610349811139921
FOXC2	0.000492335467371931	0.00145730350375044	0.00726196214750625	0.000621876792125914	0.000216011605998469	0.00082775164422768	0.000208717881575961	0.00319052693155934	0.00056994508228439	0.000699115952592494	0.00148989219373752	0.000223184583928051	0.00229655810291974	0.00606180690355655	0.00329710836059997	0.000209771466096348	0.00527222050745787	4.66837222926974e-05	0.00116655085815936	0.000162417301729746	0.00030599244486568	0.00151580784491808	0.000757288772444939	0.00162928695251759	0.00112286231137036	0.00172597757098362	0.000499348091853808	0.0036595059734172	0.000757289899699555	0.000702310163579159	0.000974979118333297	0.00166655347260255	5.56077375488569e-05	0.00190029240926987	0.00517273813957977
CTCF	0.00589532160524548	0.0040780453396292	0.00140102002685078	0.00292393717336639	0.00400900683909718	0.00136715464543992	0.00205928021037684	0.00107295505215619	0.0024727086427038	0.00157965462009467	0.00122627062197784	0.000839748883093334	0.0103944372634426	0.00376379570636703	0.00428115149716769	0.00483780178013674	0.00422711457725523	0.00317304384256829	0.00198590591701455	0.000887065556839828	0.0206231536009078	0.00298072250405013	0.00109732497332099	0.00287187069768598	0.00214195720634693	0.00180113759205126	0.00245398540940068	0.00973123278552338	0.00314362807602521	0.00553194852491529	0.00175036910523527	0.00848319827622855	0.000364153123012792	0.00291186838134377	0.00134474912457302
RERE	0.00170532773466343	0.00165032038752143	0.000385548256078307	0.0028921333323202	0.00783720120992012	0.000218886688566839	0.00192674546206822	0.00013597236305291	7.59921538675075e-05	0.000166595006529499	0.00125645922329503	0	0.000114589202217702	0.000104435058935458	1.72599731152725e-05	0.00150808524849691	0.00089208061309713	2.01303381318722e-05	0.000146116426345319	4.28430496582052e-06	0	0.000505676000666787	0.000319772297011945	0.00115030101275775	0.000475981290037594	0.000158526853614682	0.000315851709085894	0.00211393014022694	0.000214254127692276	0.000786843665290312	0.000131937617264672	7.01317226435041e-05	1.73001850151999e-05	0.00121541276970747	0.000107057207263756
NOC2L	0.0115769698949734	0.0120392891389142	0.00693159888130761	0.00679452962901945	0.0144318603662548	0.0128848958633025	0.0118042869799685	0.00770502057265206	0.00645774433053257	0.0106955044193149	0.00982147452532101	0.0125625923584087	0.00921817929081309	0.0124073791179972	0.0128205088777039	0.0129825230469952	0.0210500767381242	0.00638292667083749	0.017089139074525	0.0102923920232517	0.0168167742455607	0.0135909142522607	0.0172658977259873	0.0121515088040166	0.0235192332539335	0.0133077450380427	0.0146791948233173	0.0140283094344153	0.00941345520903367	0.0142999933546781	0.0188289045872669	0.0137854781537666	0.0138262440962563	0.0167754877018667	0.0125031298808072
CAMTA1	0.000481910251331251	0.000136503610861215	0.000231856900761997	0.000211489384369706	1.79994505850963e-05	0.000407640180421726	8.86474388708432e-05	0.000240315195828813	5.56118868490303e-05	0.000342756094207404	0.000103596652576156	0.000121954433360685	0.00224625154846098	3.80289803831421e-05	3.02116930041679e-05	0.00111641771458054	0.000313354512861661	3.03495962244953e-05	0.00231175908650145	9.2804237480344e-05	0	7.93938530696454e-05	0.000164525718060793	0.000650200076744057	0.00279590785732625	0.000488823612891659	0.00016337953076224	7.70610214540452e-05	0.000465543385029021	0.0010447930392943	6.61373818383732e-05	0.000159171541598718	0	0.0117310343934851	0.000738386482924998
